id,name,wnsynsetkey,main_wnsynsetkey,main_category,super_category,floorplanner-category-tags,hasReceptacles,hasMultipleObjects,foundIn,support,dims,aligned.dims
915c99bbc312ab90562407cfcda3dc829389d664,"Earth 200x300, Charcoal",rug.n.01,rug.n.01,carpet,floor_covering,"Rugs,Accessories",,False,,,,"2.000000238418579,0.01800000007278868,3.0"
91675365767c53bd71056e7d2fc2dc2ccd3c3a28,Sierra Foam III RAF Sofa,sofa.n.01,sofa.n.01,couch,seating_furniture,"Modular sofas,Living room,Sofas,Furniture types,Living room furniture",True,True,living room,,,"2.1663527488708496,0.9852762796349452,1.0238466262817383"
9168da05731273619f39ff845e930fc3d7a83635,Carve Coffee Table Square 800,coffee_table.n.01,table.n.02,table,support_furniture,"Coffee tables,Tables,Living room,Furniture types,Living room furniture",True,False,living room,,,"0.7990016341209412,0.332170410110848,0.7992972433567047"
917159fc9c3381940619b230321643a74d52a58a,"Tsuri Ceiling Lamp, Walnut",ceiling_lamp.n.01,ceiling_lamp.n.01,ceiling_lamp,lighting,"Ceiling lighting,Lighting,Indoor lighting",,False,,top,,"0.30000001192092896,0.10000000149011616,0.30000001192092896"
917402c0f2b14bf4fb2e2f3db5faf395ce3bc8d1,Whirlpool Freestanding Side by Side Fridge Freezer Stainless Steel 20SI L4,refrigerator.n.01,refrigerator.n.01,fridge,large_kitchen_appliance,"American fridges,Kitchen,Electrical,Fridges & Freezers,Kitchen appliances,__ARTICULATABLE",,False,kitchen,,,"0.8998672664165497,1.7706371545791626,0.7009681165218353"
91762e71879d66596716bfa58beca60624e95773,SKOGSTA Dining table,dining_table.n.01,table.n.02,table,support_furniture,"Dining tables,Tables,Dining room furniture,Living room,Furniture types,Dining room,Living room furniture",True,False,"living room,dining room",,,"2.3499999046325684,0.7304154716257472,1.0000946521759033"
917651b88d2d95bdb9d186328a36a94b1a1f3222,"The Lodge - Rustic Leather Journal, A4",notebook.n.01,book.n.02,book,decor,"Notebooks & Journals,Office,Office accessories",,False,office,,,"0.22018136829137802,0.06278002727728449,0.2916002571582794"
917b764eeecca7c6224ed9dc3cf5ed13034b42f7,By The Trees,end_table.n.01,table.n.02,table,support_furniture,"Side & End tables,Tables,Living room,Furniture types,Living room furniture",True,False,living room,,,"1.0,1.0,1.0"
917eb4faafe8d1c12b815376f9742eefbe5b8f75,"Little Sweetie Nursery 2-Door Wardrobe, White",armoire.n.01,armoire.n.01,wardrobe,storage_furniture,"Kids' wardrobes,Kids' room,Furniture types,Wardrobes,Storage,Kids' furniture,Kids' storage,Garage & storage,Kids & baby room,__ARTICULATABLE",True,False,kids room,,,"1.0500001907348633,1.8003841633906863,0.5899408459663391"
91823e0e885c9696b29a6092bec9f972cc6410e9,Rustic Arch Hickory Rocker,rocking_chair.n.01,chair.n.01,chair,seating_furniture,"Rocking chairs,Bedroom,Bedroom furniture,Living room,Furniture types,Armchairs & occasional seating,Chairs,Living room furniture,Bedroom chairs,Chairs & stools",True,False,"bedroom,living room",,,"0.8103033900260925,1.245043158490617,0.9191360175609589"
9182ad365cbf597b76f1afd84642ae0722bb609a,Coving Internal angle,,,,,"Skirting boards & Trims,Miscellaneous,Hard flooring,Flooring accessories,Flooring,Architecture",,False,,,,"0.33205820620059967,0.14587074995506555,0.2058187872171402"
91835876589333dd5c4fd6b83cbfac255d3922b9,Rain at Sea 30x45 Framed Print,wall_art.n.01,wall_art.n.01,picture,decor,"Art,Accessories",,False,,vertical,,"0.7615526020526886,1.142628252506256,0.03699992328882277"
9183860ca33a94d7f790a4ad7f23e2ebea77db3e,Fjord Blue,desk.n.01,table.n.02,table,support_furniture,"Desks,Office,Home office furniture,__ARTICULATABLE",True,False,office,,,"0.9200000166893005,0.7300000190734863,0.46000000834465027"
9184b61f915b5f985b67251ebbf0a155e87bd48c,Sink Console with Hayden Faucet Set - Polished Nickel finish Knobs &amp; Faucet,sink_cabinet.n.01,cabinet.n.01,cabinet,storage_furniture,__ARTICULATABLE,True,False,bathroom,,,"1.8320967555046082,1.0516581781622563,0.619962215423584"
918eeeedb24ec082830597488a5856b763837195,Star Shaped Gold and Silver Candles,,,,,"Candles,Living room,Accessories,Candles & Candle holders & Home fragrance",,True,living room,,,"0.09180893376469612,0.10499999672174454,0.012999995611608028"
91907e7f7092c45791bdb66d47e85d3dafda4e0c,Alessi Espresso Coffee Maker,espresso_maker.n.01,coffee_maker.n.01,coffee_maker,small_kitchen_appliance,"Espresso makers,Kitchen,Kitchen electricals,Coffee & Tea,Electrical,Coffee",,False,kitchen,,,"0.10999997705221176,0.17500009121388652,0.12299999594688416"
91933e7299ab7b02ee58295f5195bb6ea6b3b46e,Fine Furniture Design # Side Table,end_table.n.01,table.n.02,table,support_furniture,"Side & End tables,Tables,Living room,Furniture types,Living room furniture,__ARTICULATABLE",True,False,living room,,,"0.5778706669807434,0.6604870845621917,0.7166986167430878"
9195c52970c032c7fe5536c0348260cb2ae2fb56,Single Tall Boy Bathroom Cabinet,cabinet.n.01,cabinet.n.01,cabinet,storage_furniture,"Bathroom cabinets,Bathroom,__ARTICULATABLE",True,False,bathroom,,,"0.3500000834465027,1.9200220190885915,0.372486874461174"
9197228d46e07207619b73715357a5c0675103d9,folding chair IMP-REX/CHAIR,chair.n.01,chair.n.01,chair,seating_furniture,"Sun loungers,Garden furniture,Garden & Outdoor",True,False,patio,,,"0.5876961946487427,0.7398705845698714,0.6721568703651428"
91984a71a898620ee603f9178932dd2659e2972d,Bathroom mirror light,wall_mirror.n.01,mirror.n.01,mirror,mirror,"Bathroom mirrors,Mirrors,Accessories,Bathroom,Bathroom accessories",,False,bathroom,vertical,,"0.4999999850988388,0.5,0.029083029687171857"
91999bead15b71802e7a306d174b69a924619756,Tate Leather Accent Chair,armchair.n.01,chair.n.01,chair,seating_furniture,"Armchairs,Living room,Furniture types,Armchairs & occasional seating,Living room furniture",True,False,living room,,,"0.7682033777236938,0.8592426776885991,0.7520694434642792"
919adc293f3a85f2429e1abaff18217b795d9ee0,Man Made Lacquer Painting 80X2.5X80Cm-Multicolor,wall_art.n.01,wall_art.n.01,picture,decor,"Art,Accessories",,False,,vertical,,"0.800000011920929,0.800000011920929,0.030099999159574776"
919db0c26332570f2f98d9252c750ea7388f5e46,LED solar table light,table_lamp.n.01,table_lamp.n.01,table_lamp,lighting,"Garden furniture,Garden & Outdoor",,False,patio,,,"0.3832043260335922,0.6792955634480364,0.3832043409347534"
91b0ae6c0283dd5214d78e1e5dad3780a13eafe7,Spring bulb arrangement,pot_plant.n.01,pot_plant.n.01,potted_plant,plant,"Indoor plants & flowers,Living room,Accessories,Decorative & Living accessories,flower_in_vase",,False,living room,,,"0.16156432777643204,0.1941025039588702,0.16979994624853134"
91b325c9cc01f9cee08f3cb14ff3a779a241293a,Funny Animal Bear Breakfast Bowl,bowl.n.01,bowl.n.01,bowl,dining_ware,,,False,,,,"0.1812312826514244,0.05103603891032549,0.19082306325435638"
91b7726ce732e831cec23ac51c506fa07bc91d04,Libre Oversized Pillow - Ultrasuede®,throw_pillow.n.01,cushion.n.03,cushion,decor,,,False,,,,"0.5427528619766235,0.39529819460585713,0.31576278805732727"
91b8c7472b0aefa38e52d844028baafed4d359b6,BECKHAM POWER RECLINING LOVESEAT,sofa.n.01,sofa.n.01,couch,seating_furniture,"Recliner sofas & Sofa suites,Living room,Sofas,Furniture types,Living room furniture",True,False,living room,,,"1.6783174872398376,1.0323329762549598,0.9839734137058258"
91bfe2681a0d397e267e93e125924c872e6a2159,Hand Painted Porcelain Bowl - Antique Coral Reef,bowl.n.01,bowl.n.01,bowl,dining_ware,,,False,,,,"0.30218081176280975,0.02856142388191074,0.23295047879219055"
91c6ebbd0c93f1c84d1afa9a86093258f91198a1,Reflections on the Sea I by Werner,wall_art.n.01,wall_art.n.01,picture,decor,"Art,Accessories",,False,,vertical,,"0.699999988079071,0.699999988079071,0.0050001054311334505"
91cb2a92d739d4d71c46a12cb744415b90b17047,Yellow Ribbed Vase 12.25 in.,vase.n.01,vase.n.01,vase,decor,"Vases,Living room,Accessories,Decorative & Living accessories",,False,living room,,,"0.13763738423585892,0.3939926910607028,0.13623643666505814"
91cb4d6093f565a30c96381fbd9ef705b307a4d4,Mazma Spike Metal Wall Decor,wall_art.n.01,wall_art.n.01,picture,decor,"Ornaments & Figurines,Living room,Accessories,Art,Decorative & Living accessories",,False,living room,vertical,,"0.49670200049877167,0.49970825016498566,0.1764504632446915"
91cc6516c824c4b89831693083b3a94fb57aeaf4,BAMBOO LANTERN LARGE,lantern.n.01,,,,"Lanterns,Lighting,Garden & Outdoor,Garden lighting",,False,,,,"0.2987375855445862,0.6861516888611274,0.2988068163394928"
91e2ed8e1f5bdbb58f6ac245c4bed2c0c17c4cb7,Bethan Gray for John Lewis Noah Floor Lamp,floor_lamp.n.01,floor_lamp.n.01,floor_lamp,lighting,"Standing lamps & Floor lamps,Floor lighting,Lighting,Indoor lighting,Room lighting,Living room lighting",,False,,,,"0.48850521445274353,1.6264907121658325,0.48850521445274353"
91e3292c3524a014023015d2e498f39b4f0cea37,,armoire.n.01,armoire.n.01,wardrobe,storage_furniture,"Wardrobes,Furniture types,Garage & storage,__ARTICULATABLE",True,False,,,,"2.400001049041748,2.100002722530377,0.7005242705345154"
91f859009c5c9efcdef338612e3de321fca16845,City Natural Rug - 170 x 120cm.,rug.n.01,rug.n.01,carpet,floor_covering,"Rugs,Accessories",,False,,,,"1.7067819833755493,0.015000000363215804,1.1925911903381348"
91f92fefbe97410eccb515b84c8640ad42d6f2e2,"JOOP Stricklaid, taupe",throw.n.04,,,,"Bedroom,Living room,Accessories,bean bags & Throws",,False,"bedroom,living room",,,"0.40000027418136597,0.05109137389808893,0.3800000101327896"
92027d990295846bf36ced54ab3fdd9728158874,CAMERA BLACK TABLE LIGHT,table_lamp.n.01,table_lamp.n.01,table_lamp,lighting,,,False,,,,"0.2925180047750473,0.7634693424290928,0.4107697457075119"
920a0a85eb1341c24b47b0a24f94bc6e5daa2385,Pool Table pendant light,pendant_lamp.n.01,ceiling_lamp.n.01,ceiling_lamp,lighting,"Pendant lights,Ceiling lighting,Lighting,Indoor lighting,Room lighting,Living room lighting",,False,,top,,"1.4569146633148193,1.3588283960416447,0.6468673944473267"
920a88649c59e1e7ee3f6210a7e0907d214f6442,CUBO Rectangular,footstool.n.01,stool.n.01,stool,seating_furniture,"Footstools,Bedroom,Bedroom furniture,Living room,Furniture types,Armchairs & occasional seating,Living room furniture",True,False,"bedroom,living room",,,"1.8242459297180176,0.34962299227714544,0.9307999908924103"
920e3797a52036dd338a603e25d46725ec257956,African Basket III,wall_art.n.01,wall_art.n.01,picture,decor,"Art,Accessories",,False,,vertical,,"0.5899999737739563,0.5899999737739563,0.10000000149011631"
92103dc4ded436edc83c296430539dcae3b5d987,Crosswater Zeya 600mm Double Towel Rail,towel_rack.n.01,,,,"Wall mounted towel rails,Bathroom,Bathroom fittings & Fixtures",,False,bathroom,vertical,,"0.600134551525116,0.04041876643896103,0.11071617901325227"
92114ed40c2083341a9687b14a1f147302c4cc22,Sculpture Candle,sculpture.n.01,,,,"Sculptures,Accessories,Art",,False,,,,"0.1705787256360054,0.25901933072600514,0.054984861984848976"
9211ca61c3faa233e8ae1257c8edb1a85f26a35a,silver wooden letters,"letter.n.02,wall_decor.n.01",,,,,,False,,vertical,,"0.11127272993326187,0.11999999731779099,0.009999999776482622"
92161d5f84ac50e33bd35612ca59a4a2bef72f52,"PICTURE, 1889 EXPOSITION I",wall_art.n.01,wall_art.n.01,picture,decor,"Art prints,Accessories,Art",,False,,vertical,,"0.8001000285148621,0.6477000117301941,0.03388278628699496"
9217adecf2924d759f38708b72d3bc1eb711406b,"Holywell FS Bath, Copper",bathtub.n.01,bathtub.n.01,bathtub,bathroom_fixtures,"Bathtubs,Bathroom",True,False,bathroom,,,"1.7123472690582275,0.7218111421623234,0.7363594174385071"
921bd83d9f8512671944dc77d933c4bf50177c44,,floor_lamp.n.01,floor_lamp.n.01,floor_lamp,lighting,"Standing lamps & Floor lamps,Floor lighting,Lighting,Indoor lighting,Room lighting,Living room lighting",,False,,,,"0.8475616872310638,1.4538835287094123,0.273252472281456"
92264e0401e030235a363fd2121dd55bc377ff5c,Monsoon Umbrella Stand,,,,,"Umbrella stands,Living room,Accessories,Decorative & Living accessories",,True,living room,,,"0.4499995857477188,0.9439996775185193,0.32000094652175903"
92277a413e484a80225352147b3147fed6428b16,Tandem - Corian Sun lounger,chaise_longue.n.01,chair.n.01,chair,seating_furniture,"Sun loungers,Garden furniture,Garden & Outdoor",True,False,patio,,,"0.9000551402568817,0.7500811456669396,2.120625615119934"
92290b0f356a3ce3c14b4d4d645c838929454e71,ProCasa Cinque Glashalter/ Porte-verre/ Portabicchiere,toilet_paper_holder.n.01,,,,Bathroom,,False,bathroom,vertical,,"0.06797495856881142,0.09199997037649155,0.09810058973380364"
92346151d18ede8c615e68552121f2b378df59c4,James Floor Lamp,floor_lamp.n.01,floor_lamp.n.01,floor_lamp,lighting,"Standing lamps & Floor lamps,Floor lighting,Lighting,Indoor lighting,Room lighting,Living room lighting",,False,,,,"0.420184850692749,1.600682744057849,0.5385137796401978"
924b83062e9b39f8be9f5fc14e887c5c39e21bd8,Fun... On Wheels (framed print) by Retro Series,wall_art.n.01,wall_art.n.01,picture,decor,"Art prints,Accessories,Art",,False,,vertical,,"0.4600001275539398,0.4500002861022949,0.009999999776482733"
924c97c4257c0bc594577391d0c32aa36adfff2f,plant,pot_plant.n.01,pot_plant.n.01,potted_plant,plant,"Plants,Garden & Outdoor,Gardening,potted_plant",,False,"outdoor,garden",,,"0.47592172026634216,0.4099899885477498,0.33238328993320465"
9254a7cffb42d02fb06de53b76863e200e128e68,Hand Smocked Leaf Cotton Lurex Green Gold Cushion (30x50cm),throw_pillow.n.01,cushion.n.03,cushion,decor,,,False,,,,"0.5980828106403351,0.2612434318289161,0.21183771640062332"
9256ce47ffbb24adee1ce48072c500bda5a15161,Beneath Shining Skies (framed print) by Art Wolfe,wall_art.n.01,wall_art.n.01,picture,decor,"Art prints,Accessories,Art",,False,,vertical,,"1.5380004048347473,0.5830000340938568,0.018705498427152824"
925bd301c7ce126b52f40ec28f4a199c9ead71f5,"Harlesden Oval 610x500mm Mirror, Chrome",wall_mirror.n.01,mirror.n.01,mirror,mirror,"Bathroom mirrors,Mirrors,Accessories,Bathroom,Bathroom accessories",,False,bathroom,vertical,,"0.5,0.6099999845027924,0.009924228354066214"
925bea10c8bc2648e7e31e696ae81610c194e8e4,,bookcase.n.01,bookcase.n.01,shelves,storage_furniture,"Bookcases,Living room storage,Living room,Furniture types,Storage,Living room furniture,Garage & storage,__ARTICULATABLE",True,False,living room,,,"1.7988189458847046,2.7043352127075195,0.49451442062854767"
925f48efff312862677c9517a8ec0faba4909570,"Matias 7 Piece Dining Set With Delta Bronze Chairs, Grey",dining_area.n.01,,,,"Dining table & Chair sets,Tables,Dining room furniture,Living room,Furniture types,Dining room,Living room furniture",True,True,"living room,dining room",,,"2.2122775316238403,0.8565295038279146,1.5816866755485535"
9260cff954cf7a01a0b9b9fdaebe877d9664cafb,Writex Shelving,ladder_bookcase.n.01,bookcase.n.01,shelves,storage_furniture,"Shelving units,Living room storage,Living room,Furniture types,Accessories,Storage,Living room furniture,Shelves,Storage accessories,Living room shelves,Garage & storage",True,False,living room,"vertical,bottom",,"0.6510154902935028,1.8353917248335563,0.5055752992630005"
92636da10f325c713ea569c8adf6594ff7cbe655,Surya # Smithsonian 5' x 8' Rug,rug.n.01,rug.n.01,carpet,floor_covering,"Rugs,Accessories",,False,,,,"1.5240000486373901,0.020000000400614226,2.4384000301361084"
92641f7855afa6e764c2da1475c7ed23781f00b8,"Muuto Connect Corner Module, Rime 591",sofa.n.01,sofa.n.01,couch,seating_furniture,"Sofas,Living room,Furniture types,Living room furniture",True,False,living room,,,"3.2571158409118652,0.7000005349950129,2.112728476524353"
9267a60171a5eac802ab37b443aef369fd258c8d,Laurel Stool - Walnut,stool.n.01,stool.n.01,stool,seating_furniture,"Dressing table stools,Bedroom,Bedroom furniture,Furniture types",True,False,bedroom,,,"0.38999998569488525,0.45549199106639193,0.38999998569488525"
926abccb97db5a924fd491451f8f4644204efb37,Light Grey Felt Bag,,,,,"Coasters,Kitchen,Accessories,Tableware,Kitchen & Dining accessories,Linens,Kitchen & Table linen,Dining room,Tabletop",,True,"kitchen,dining room",,,"0.49000243842601776,0.5077465362119256,0.30599290132522583"
92723b19763cea6a231724885e9ce8a6c6be7040,,chandelier.n.01,ceiling_lamp.n.01,ceiling_lamp,lighting,"Chandeliers,Ceiling lighting,Lighting,Indoor lighting,Room lighting,Living room lighting",,False,,top,,"1.890530526638031,1.000514685824328,1.894269049167633"
92750cdfd136c4d8df3ce25248407a234b7ac9da,"Carlsbad 54 Inch Desk With Chrome Base, White",desk.n.01,table.n.02,table,support_furniture,"Desks,Office,Home office furniture",True,False,office,,,"1.3700799942016602,0.7499952153593767,0.7602200508117676"
9289f39b65ef0acb1f7413ecc73d83a63ac8e974,KRYDDPEPPAR  Plant stand,plant_stand.n.01,stand.n.04,stand,support_furniture,"Plant stands,Living room,Accessories,Decorative & Living accessories",True,False,living room,,,"0.6600139141082764,0.6498859273061157,0.2935144305229187"
928c586669ee2cbaf5498301a5dd202baea259d0,Deep Frier,,,,,,,False,,,,"0.3242819905281067,0.30115619301795965,0.6062047183513641"
9299cfd1e7aeef0965bf186bc9d48c8d6435f75d,"Aster Accent Table, Gold",end_table.n.01,table.n.02,table,support_furniture,"Side & End tables,Tables,Living room,Furniture types,Living room furniture",True,False,living room,,,"0.3778100460767746,0.5584337581651084,0.3778100609779358"
929b01c5bca6f8ca73e30da0c30b2930d095dcf6,Black Chair,swivel_chair.n.01,chair.n.01,chair,seating_furniture,"Office chairs,Office,Home office furniture,Furniture types,Chairs,Chairs & stools",True,False,office,,,"0.6012588739395142,0.9074319811608564,0.6078863739967346"
929d9cedf59c08362431e1ce80a363a4eb107e78,Copper Mosaic Framed Art 60X2.5X60 Cm-Multicolor,wall_art.n.01,wall_art.n.01,picture,decor,"Art,Accessories",,False,,vertical,,"0.6000000238418579,0.6000000238418579,0.029999999329447948"
92a32d02becfd1d5954dffc3c6018e9a8542ff94,Mika Chair Black,chair.n.01,chair.n.01,chair,seating_furniture,"Dining chairs,Dining room furniture,Furniture types,Dining room,Kitchen furniture,Chairs,Kitchen chairs,Chairs & stools",True,False,dining room,,,"0.6386601626873016,0.7784071683126967,0.5453384816646576"
92aaa716f4cf4af7b39ed32107b801377ff2d965,Valencia Counter Bench,bench.n.01,bench.n.01,bench,seating_furniture,"Benches,Dining room furniture,Living room,Furniture types,Dining room,Kitchen furniture,Living room furniture,Dining room chairs,Kitchen chairs",True,False,"living room,dining room",,,"1.2192000150680542,1.003300113126251,0.5593886077404022"
92ac9f7852343a6b17634e533e5136d512ef6242,"Orville Rug 9'X12', Ivory",rug.n.01,rug.n.01,carpet,floor_covering,"Rugs,Accessories",,False,,,,"3.6579999923706055,0.01499999958105036,2.742999792098999"
92b0589a6aeb4104cc9b5dc68ad5673f03d41cdb,Heart Squared Rug,rug.n.01,rug.n.01,carpet,floor_covering,"Kids' rugs,Kids' room,Accessories,Rugs,Kids' accessories",,False,kids room,,,"1.2000004053115845,0.010989843054488801,0.7000007927417755"
92b24cb3b3f85f1d23ea2dabb7b70e6f42df0708,Induktionskochfeld,,,,,"Fridges & Freezers,Kitchen,Electrical,Kitchen appliances",,False,kitchen,,,"0.3400000035762787,0.10517814208287746,0.41999998688697815"
92b687ab9a6419d2690355f62091f75818f6a3e0,Currey & Company # Antibes Chandelier,chandelier.n.01,ceiling_lamp.n.01,ceiling_lamp,lighting,"Chandeliers,Ceiling lighting,Lighting,Indoor lighting,Room lighting,Living room lighting",,False,,top,,"0.7578046917915344,1.1622072458267216,0.7578047215938568"
92b6e7fee6aad73449e8f6b2b75b2b87e6ffa513,Katni Table Lamp,table_lamp.n.01,table_lamp.n.01,table_lamp,lighting,"Table lamps,Table lighting,Lighting,Indoor lighting,Room lighting,Living room lighting",,False,,,,"0.48259997367858887,0.7500064614955662,0.2541700452566147"
92bcbbdf57f3668c4b6192b9de9dfd95640de0d1,4620 Clarence,bookcase.n.01,bookcase.n.01,shelves,storage_furniture,"Bookcases,Living room storage,Living room,Furniture types,Storage,Living room furniture,Garage & storage",True,True,living room,,,"1.9000001549720764,1.0600000857230043,0.45000094175338745"
92c004dcd8c7f5cd24645d93c192b170107182e1,Pool Coffee Table Low - Frost.New,table.n.02,table.n.02,table,support_furniture,,True,False,,,,"0.9998792111873627,0.24686820409297638,1.0037260055541992"
92cbe7b5222e6f0bb351bad48fd4dde7363ef728,2-Piece Barbecue Tool Set,utensil.n.01,,,,,,False,kitchen,,,"0.4478903263807297,0.016439427570730913,0.07578515633940697"
92ccd75305902250607fd628a52d0c1c30dac55c,,fireplace.n.01,fireplace.n.01,fireplace,heating_cooling,"Heating & Cooling,Architecture",,False,,,,"1.1470000743865967,1.1729999780654907,0.30207355320453644"
92d51e5e04296d92b4e4c1284e3fa021de657c48,"Curtains Ready Made at Curtain Up, Clarence Readymade Curtains (Green)",window_curtain.n.01,window_curtain.n.01,curtain,curtain,"Ready made curtains,Accessories,Curtains,Curtains & Curtain accessories",,False,,,,"1.6699974536895752,1.369999349117279,0.10000001594681665"
92d85a4abce7bd335208b0906c76df154b650d91,"42X66 RUG, BRIGHT LIGHTS ORANGE",rug.n.01,rug.n.01,carpet,floor_covering,"Rugs,Accessories",,False,,,,"1.0667999982833862,0.009999999776482768,1.6763999462127686"
92da8043801940d3b219910f5c7852dc678b89b1,Cow parsley boudoir cushion,throw_pillow.n.01,cushion.n.03,cushion,decor,Accessories,,False,,,,"0.3999999463558197,0.2899998921275255,0.27999939024448395"
92dc5048b31ac0a0d246ecf2f55e6d07fba8b8fa,"Chancery Toilet Roll Holder, Rose Gold",toilet_paper_holder.n.01,,,,"Toilet roll holders,Accessories,Bathroom,Bathroom accessories",,False,bathroom,vertical,,"0.15166059136390686,0.11719907075166704,0.0573079027235508"
92df8390dba1d3f10f598a07a15387d95136cb12,Chill III LAF Chaise,sofa.n.01,sofa.n.01,couch,seating_furniture,"Modular sofas,Living room,Sofas,Furniture types,Living room furniture",True,False,living room,,,"0.9423134922981262,0.7614245827348896,1.5738965272903442"
92e4eeee3c491ad681583464546266b4274c6777,Toy Box,storage_box.n.01,,,,,,False,,,,"1.1683999300003052,0.40698500263965004,0.40639999508857727"
92e818d1866db50d30acc6463e5307ff6883186c,"Originals Loveseat Colour Finish, Oceanic",bench.n.01,bench.n.01,bench,seating_furniture,"Benches,Dining room furniture,Living room,Furniture types,Dining room,Kitchen furniture,Living room furniture,Dining room chairs,Kitchen chairs",True,False,"living room,dining room",,,"1.1780254244804382,0.7800533150243893,0.5293139517307281"
92eda0d74ad0d78b29cc3147e099291f2275637b,Alexa White Side Chair,chair.n.01,chair.n.01,chair,seating_furniture,"Chairs,Furniture types,Chairs & stools",True,False,,,,"0.44695624709129333,0.799404974310459,0.48891228437423706"
92f242c2329324655cc23bae53c45b74f104b310,Uma Medallion White Panel,wall_art.n.01,wall_art.n.01,picture,decor,"Art,Accessories",,False,,vertical,,"0.7599999904632568,1.059999942779541,0.06033974036108723"
92fc2ee204fda4be19d08b79f79f68fc87e9afaa,Food Breakfast Set,,,,,Accessories,,True,,,,"0.518843799829483,0.14875315908284392,0.3397407680749893"
930f9f876550120eecd103b2a92e143c49dc2c5b,Cambridge Futons Sophia 2.5 seater Futon Range 1 Faux Suede,sofa.n.01,sofa.n.01,couch,seating_furniture,"Futons & Frames,Living room,Sofas,Furniture types,Living room furniture",True,False,living room,,,"1.9857922792434692,0.7936453223228456,0.935805082321167"
93107d702eede74e64d4778192f1fce0a8ee2f43,"Salad Bowl, green",plate.n.04,plate.n.04,plate,dining_ware,"Tableware,Accessories,Kitchen & Dining accessories,Dining room,Tabletop",,False,dining room,,,"0.1810884177684784,0.047947045572072966,0.1810884177684784"
9311e200bd8a3f9eeba19710f5151f8c4ec6e679,Classic Maple Laminate Kitchen Island,,,,,"Kids' activity & Outdoor,Kids' room,Garden & Outdoor",,True,kids room,,,"0.8636000156402588,0.596864219712046,0.4572000205516815"
93163be08e0b9dcd6b3cf1ca911ab11d14602aaa,Swimming Pool,swimming_pool.n.01,,,,"Kids' activity & Outdoor,Kids' room,Garden & Outdoor",,False,outdoor,,,"9.951423645019531,0.07825569587294012,5.439593315124512"
9316ccc1c31fea6507c2ccabb484bf999c576daa,Salvage 2-Drawer Nightstand,nightstand.n.01,chest_of_drawers.n.01,chest_of_drawers,storage_furniture,"Bedside tables,Bedroom,Bedroom furniture,Furniture types,__ARTICULATABLE",True,False,bedroom,,,"0.550000011920929,0.5550450189604579,0.46711398661136627"
931caed624d2d84984f253ad919863099a277334,"AFRICA Oak Director Chair, Mushroom",chair.n.01,chair.n.01,chair,seating_furniture,"Garden chairs,Furniture types,Garden furniture,Garden & Outdoor,Chairs,Outdoor chairs,Chairs & stools",True,False,patio,,,"0.5400004088878632,0.8605333010213698,0.4800005257129669"
931d3dce23627f66e6050810cb910e331c2dd02e,"AquaVive badmat Noppies 60 x 90cm, taupe",bath_mat.n.01,bath_mat.n.01,carpet,floor_covering,"Bath mats,Accessories,Bathroom,Bath linen,Linens",,False,bathroom,,,"0.8999999761581421,0.004999999888241358,0.6000000238418579"
9323253ea70a8b8e07f29e5896a803c463c8107f,ALUMINUM TRAY,tray.n.01,,,,"Decorative accessories,Accessories",,False,,,,"0.38802966475486755,0.09434989142209815,0.3813744783401489"
932fb68e3b76fe8e1f1b501f0aa22e1b3df92741,TERESA chair,chair.n.01,chair.n.01,chair,seating_furniture,"Dining chairs,Dining room furniture,Furniture types,Dining room,Kitchen furniture,Chairs,Kitchen chairs,Chairs & stools",True,False,dining room,,,"0.5109833776950836,0.8741880046436563,0.567557156085968"
9333bab7f69f692100bc5d06b8c2adbfbc05745d,Isabella green,,,,,,,False,,,,"0.399999275803566,0.39999974048591014,0.20000000298023224"
9337b4a78dbaaecc4fb24c020d43749bbf1a710b,"Beat Pendant, Wide, Black",pendant_lamp.n.01,ceiling_lamp.n.01,ceiling_lamp,lighting,"Pendant lights,Ceiling lighting,Lighting,Indoor lighting,Room lighting,Living room lighting",,False,,top,,"0.3724084496498108,1.097844231495401,0.3717783987522125"
934614e3babfad4f06c72c363135efbde22f9a5c,Antique bronze,radiator.n.02,,,,,,False,,"vertical,bottom",,"0.774680495262146,0.9621064960956573,0.2621000072466195"
93468f8bc4db22f93333a8e8977797273e7fc832,"Clifton Baby HTR, Chrome","towel_rack.n.01,towel.n.01",,,,"Bathroom radiators & Heated towel rails,Bathroom,Bathroom fittings & Fixtures",,True,bathroom,vertical,,"0.49996230006217957,0.940101888452773,0.23466631770133972"
9351f0f87bd94ae5b84fb5e2aa93c532b12c679f,Colton Leather King Bed w/low headboard,bed.n.01,bed.n.01,bed,sleeping_furniture,"King size beds,Bedroom,Beds,Bedroom furniture,Furniture types,Beds & Bed accessories",,True,bedroom,,,"2.330445647239685,1.015351891517639,2.1594854593276978"
93556df144002e9ccbdd366b1a36adfb59304389,"60X90 RUG, DOLCE SKY",rug.n.01,rug.n.01,carpet,floor_covering,"Rugs,Accessories",,False,,,,"1.5239999294281006,0.009999999776482835,2.2860000133514404"
935742ca205b66319ab0dd394517ecd10c28b3a1,Tooth Lamp,table_lamp.n.01,table_lamp.n.01,table_lamp,lighting,"Indoor lighting,Lighting",,False,,,,"0.33878548443317413,0.5045178489844515,0.3372020721435547"
